,Accuracy_avg,Recall_avg,Precision_avg,F1-score_avg,Brier Score_avg,Log Loss_avg,ME_avg,AUC_avg,AUPR_avg,Accuracy_std,Recall_std,Precision_std,F1-score_std,Brier Score_std,Log Loss_std,ME_std,AUC_std,AUPR_std
Bladder,0.9935396440607815,0.9375215146299484,0.9609543689220548,0.9488093523917518,0.005360201484472758,0.03781526471511315,0.006460355939218343,0.9980735478597097,0.9793227391067877,0.0014256920171774267,0.024508402769469962,0.013903709478377444,0.01155446094553351,0.0015738214178096443,0.00806110444619541,0.001425692017177427,0.0015348215869426527,0.004526261046802349
Brain,0.9989233134275409,0.9969230769230769,0.992400406610933,0.9946474691341611,0.0008471258988843964,0.0039009221861358396,0.001076686572459029,0.9999632167414255,0.9996944894649266,0.0006152073933045323,0.003768445758127953,0.004755952745218106,0.0030641379985835377,0.0006720484531167541,0.003082861793302483,0.0006152073933045323,4.4132260909859503e-05,0.00035510651162172675
Breast,0.9952315969963934,0.9885592195436587,0.9725054254218021,0.9804412638966848,0.0036587498786044446,0.019162923330958516,0.004768403003606703,0.9991936271820162,0.9973466332440812,0.001130084271724489,0.007403191478492429,0.006189257324370587,0.004637075515566941,0.001228227430400986,0.013053480224334868,0.001130084271724489,0.0009900980938401145,0.002797332909869084
Bronchus & Lung,0.9927702950393188,0.9702095808383234,0.9738814232051807,0.9719704124238996,0.005760319111901916,0.033504058995911884,0.007229704960681138,0.9987732671350189,0.9945461172096142,0.001584151257224841,0.0064946748915212715,0.01294707953964161,0.005961500430304603,0.0014755847006472588,0.01145021162186786,0.001584151257224841,0.0010551173814582324,0.002631334704636566
Cervix,0.9938470998640099,0.9309836065573771,0.937153462894682,0.9337893021122333,0.005317913204508416,0.03787198723860248,0.006152900135990036,0.994487101398317,0.9664308453502992,0.0017541170590135039,0.03168814719102225,0.01581253974115402,0.0195883655672956,0.001527821690816006,0.012056881291552251,0.0017541170590135039,0.003399937954967479,0.016119071458031233
Corpus,0.9953853248980075,0.9681556948798329,0.964068905044354,0.9659049279020613,0.003861424913566064,0.03554852761083486,0.004614675101992561,0.9989667316701111,0.9847533094230817,0.0012871700537865306,0.016669123222490485,0.01703442641735867,0.009470286671210566,0.0010567878069051666,0.013506295737066607,0.0012871700537865306,0.0005688424822488675,0.007348374958639146
Kidney,0.9970775143380832,0.9789810346762428,0.9924231826924605,0.985625249812999,0.0024254717365160194,0.018525326793772105,0.0029224856619168627,0.9981949656014726,0.9949142808642101,0.0011300514803185028,0.009969962097648085,0.004756161979447217,0.005599479881625636,0.0008673864569528831,0.006914041140955196,0.001130051480318503,0.0013812392362965854,0.0025816366582766957
Liver,0.9975386980429256,0.9681722372779283,0.9924652274760334,0.9801222157044936,0.002399926043796721,0.012225329423650538,0.002461301957074413,0.9996208833423108,0.995921543900395,0.001130726914970673,0.014775961762805073,0.00615553889924962,0.009287356289077816,0.0009903143306434386,0.004214487302829346,0.001130726914970673,0.0002156527536425783,0.0014936974605303348
Prostate,0.9952314787441614,0.9714698000412287,0.966158155289213,0.9684932765093418,0.0039547948555916255,0.03044084692150118,0.0047685212558386866,0.9994246087483549,0.9920307074445732,0.0024519491522004616,0.02533928444747947,0.022331353831435283,0.01647380550202427,0.0019060491931283913,0.020609466033466983,0.0024519491522004616,0.00047701849334435154,0.006892673509178383
Stomach,0.9955391710518535,0.9722151898734177,0.9556687599539984,0.9635835443564172,0.004064995793618376,0.0213580064794388,0.004460828948146411,0.9993902153674628,0.9912604721749438,0.0013233529354502913,0.025824336016947867,0.011579881232570102,0.011224894347913371,0.0012231749353107657,0.010893517990743057,0.0013233529354502913,0.0004629949297984228,0.0071850649569182
Thyroid,0.9975386980429256,0.9763152785866822,0.9920963028341669,0.9840386126408953,0.002226540366753016,0.013462896689714737,0.0024613019570744353,0.9997404369565194,0.9972738095580655,0.0008973129750393654,0.014736013208632872,0.007303788390530213,0.0058646806199503625,0.0006773022263425778,0.00320297038315759,0.0008973129750393655,5.9788932596967016e-05,0.0005842348358744997
Normal,0.9855399988174778,0.9329411764705883,0.9117222902988213,0.9220584938980974,0.012894517359491115,0.08009231253170129,0.014460001182522308,0.9942879147791818,0.9679243058891916,0.0024060080300810573,0.018868493715208292,0.016154960843619712,0.013033848693092586,0.001878516033589472,0.016108401964891737,0.002406008030081057,0.0024902398305211735,0.007379647267857848
macro,0.9690814166617393,0.9660372841915255,0.967624825886975,0.9666236767319196,0.004397665053975406,0.028659033576444615,0.030918583338260495,0.9982078477512453,0.9717640456959888,0.004169900585218866,0.005070840465986603,0.004634087570032409,0.004881466612248354,0.0005344770772876104,0.0030769481163027026,0.004169900585218866,0.0003923238609289048,0.017729037829601346
micro,0.9690814166617393,0.9690814166617393,0.9690814166617393,0.9690814166617393,0.004397665053975406,0.028659033576444615,0.030918583338260495,0.9985973998181444,0.9913985990756551,0.004169900585218866,0.004169900585218866,0.004169900585218866,0.004169900585218866,0.0005344770772876104,0.0030769481163027026,0.004169900585218866,0.00030213503970176567,0.00168524714043914
