,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.00375,0.00625,0.00375,0.01,0.0,0.005,0.9241666666666666,0.005833333333333333,0.005,0.0,0.0075,0.02875,0.0612166853661531,0.11611721655072851,0.13233021535852746,0.09779526577666432,0.06005201609525325,0.060472943707029034,0.10497334244679149,0.07099366929664772,0.07887540783682569,0.04017353484503182,0.09685160370386121,0.08014809901648644,6.0
1,0.05537500000000001,0.02625,0.22570833333333337,0.10025,0.172875,0.101625,0.02020833333333333,0.07,0.13499999999999998,0.05125,0.00875,0.03270833333333334,0.06221139533365288,0.09949866163117278,0.12038939655541346,0.1434017162416468,0.0459024221803435,0.06622734253703308,0.10380702415443714,0.058828126970372895,0.06717893123412075,0.0612672603659756,0.07602530959022666,0.09526241320560452,4.0
2,0.47125,0.0025,0.06883333333333334,0.17791666666666667,0.07208333333333333,0.03958333333333333,0.012833333333333332,0.025,0.00125,0.12375,0.0,0.005,0.07311776622672572,0.10668788164937455,0.12150974628602776,0.11731929596749217,0.035674762155204834,0.05332762687984433,0.10425910409233885,0.07540794315175277,0.09021893754238776,0.05764008487804281,0.08106013206141954,0.08377671910938904,0.0
3,0.08854166666666666,0.006,0.386875,0.29583333333333334,0.024375,0.048541666666666664,0.01,0.02041666666666667,0.010416666666666664,0.0415,0.00375,0.06375,0.06393451488234188,0.10773756075306867,0.11836835207586824,0.11935233140478982,0.044617565836132786,0.06691332704115004,0.10985588236683118,0.061829525786504434,0.06721702505179498,0.05577975432404111,0.08159965045419021,0.10279451002328663,2.0
4,0.00875,0.68,0.063125,0.034375,0.008333333333333333,0.029166666666666664,0.015,0.05,0.0475,0.022333333333333334,0.005625,0.035791666666666666,0.06747021926468948,0.08897670981137484,0.10666263726500044,0.13450146204691624,0.03639949863967538,0.07857542510305146,0.09252187944903681,0.06477194270803956,0.08938219725981025,0.06338338305899745,0.0814663982965628,0.0958882470968452,1.0
5,0.015,0.0025,0.0275,0.88875,0.009375,0.0075,0.004166666666666667,0.005,0.00625,0.02270833333333333,0.0,0.01125,0.06738318305957593,0.12164746699583602,0.11980526106976289,0.1148263169452737,0.033546202779520855,0.08101097887220367,0.0937647198865733,0.06183958977564561,0.07535152741760352,0.04038272398189449,0.07839945477434151,0.11204257444176847,3.0
6,0.0,0.9975,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07091443619694235,0.08177951477624217,0.097993477971318,0.13452525334247,0.03146776750211458,0.08479764036202582,0.08649554224045297,0.06571081666838774,0.1014486077861699,0.06341836013770527,0.08481995828072093,0.09662862473545031,1.0
7,0.07833333333333332,0.00375,0.12520833333333334,0.5375,0.02375,0.03875,0.01125,0.03,0.01625,0.11916666666666668,0.0025,0.013541666666666665,0.0653966523001194,0.11281818736183932,0.12290094809011441,0.12064993213967384,0.03850641190335075,0.07329456282778271,0.10038656548508508,0.06217333310002045,0.07344120072337912,0.04781443959116702,0.08188559425912047,0.10073217221834746,3.0
8,0.02333333333333333,0.00125,0.03125,0.7754166666666665,0.03291666666666667,0.015,0.005416666666666666,0.03875,0.0025,0.06916666666666667,0.00375,0.00125,0.0669128130497155,0.11885968041536356,0.12116775572159993,0.12009142502672454,0.03487516361434136,0.07953359390882396,0.09416213584961666,0.06108908551229686,0.07441055522819198,0.04222068683243928,0.07918493137751156,0.1074921734633747,3.0
9,0.013333333333333334,0.0,0.0125,0.92875,0.0,0.00375,0.0,0.009166666666666667,0.0,0.0325,0.0,0.0,0.06752914350799427,0.12251851089017651,0.12017365775254787,0.11394586515792693,0.032945239485734155,0.08209714649910273,0.09289330924113086,0.06190314452193551,0.07558412282708395,0.039296562769207746,0.07866263025530938,0.11245066709185003,3.0
10,0.03,0.00125,0.0975,0.6954166666666666,0.0125,0.00625,0.01,0.033749999999999995,0.0075,0.08791666666666668,0.00375,0.014166666666666666,0.06656348999753861,0.11710601576883653,0.12167104182255185,0.1184997468623914,0.036617305150051516,0.07769895524452437,0.09722848366142252,0.061124401388126325,0.07330332189810687,0.043822659975460636,0.08041086935808117,0.10595370887290814,3.0
11,0.0,0.0,0.0,0.0025,0.0,0.0,0.95625,0.01,0.0,0.0,0.00875,0.0225,0.061216881415610845,0.116546195883773,0.13277999405398788,0.09709908868447646,0.06079974756780246,0.06028706416828316,0.10479249687918828,0.07112172572536854,0.07876733684592607,0.03944502060471789,0.09754091117499572,0.07960353699586975,6.0
12,0.23312499999999997,0.0025,0.01,0.15645833333333334,0.35520833333333335,0.08541666666666665,0.006666666666666666,0.01375,0.003333333333333333,0.12854166666666667,0.0,0.005,0.06945452592353211,0.10194214713866201,0.11678012875968014,0.15393416049634573,0.03714974560019255,0.06194330778792913,0.09692492921409496,0.05895472954384933,0.07877952588435057,0.058019913337184974,0.07919657077675507,0.08692031553742334,4.0
