id	filename	md5	size	state
02929009-6d3c-4ce1-8f48-6b1ab834dfe2	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5200-11A-01D-1424-05.gdc_hg38.txt	909e0dda54f24385755ae7938cd31cbd	141311034	validated
0293bcab-3430-4754-87e6-282d2b08f658	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1ET-11B-23D-A138-05.gdc_hg38.txt	56e882515f7a43a789e7091cf8721cf3	141287274	validated
02986da1-e8f0-42ab-a454-7b84d49f4779	jhu-usc.edu_CESC.HumanMethylation450.17.lvl-3.TCGA-ZJ-A8QQ-01A-11D-A37Q-05.gdc_hg38.txt	87b80c29e039bb98564fc042ac9046fc	141258580	validated
029ae010-e1fc-4eb4-9087-372d42187d08	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-BP-5010-11A-01D-1418-05.gdc_hg38.txt	3d305892f55ce6b97ade536b01d0519b	141295460	validated
029d103d-73dd-4ee4-b403-44ede899dbb8	jhu-usc.edu_THCA.HumanMethylation450.11.lvl-3.TCGA-EL-A3GU-01A-11D-A21B-05.gdc_hg38.txt	a85d94e74d2619e8a309d86b9b4118e6	141293504	validated
02a96977-1fe6-4809-9556-c5c3a61b759f	jhu-usc.edu_LUSC.HumanMethylation450.16.lvl-3.TCGA-98-A53J-01A-11D-A26N-05.gdc_hg38.txt	4123251da758e56a1c1772c917d36ed7	141289453	validated
02b12678-9c49-4874-90c3-513b124def39	jhu-usc.edu_UCEC.HumanMethylation450.8.lvl-3.TCGA-B5-A0KB-01B-11D-A14H-05.gdc_hg38.txt	3f0856d2b71fdf5fc851dec7708e8343	141275693	validated
02b316d5-0fc7-485c-b9ec-a65322f999dd	jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-B6-A1KI-01A-11D-A14N-05.gdc_hg38.txt	95a1daea3a05024f58f618a99334b8e1	141290052	validated
02c19c11-f6d5-43ad-a959-38f2a93108b7	jhu-usc.edu_LUAD.HumanMethylation450.4.lvl-3.TCGA-49-6745-11A-01D-1856-05.gdc_hg38.txt	959ea7582cc003887efafd02827e6958	141255696	validated
02c5bba4-0de1-47bb-8fb2-e68e464b3e29	jhu-usc.edu_LUAD.HumanMethylation450.5.lvl-3.TCGA-55-6978-01A-11D-1947-05.gdc_hg38.txt	e92f47e3739a5401829847c124816013	141228255	validated
02c67444-6bc3-4398-85ed-69af6990365f	jhu-usc.edu_BRCA.HumanMethylation450.12.lvl-3.TCGA-E9-A1NI-01A-11D-A14H-05.gdc_hg38.txt	015bb454effbdae8687aae7b663b637f	141280416	validated
02cc00c0-d09c-421e-b629-8dbfad8bb527	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5096-01A-01D-1418-05.gdc_hg38.txt	a81c5825e9d39339866bb53255448968	141285628	validated
02cf87f3-3e56-4877-a13b-16d460bc64fa	jhu-usc.edu_SKCM.HumanMethylation450.1.lvl-3.TCGA-FS-A1ZD-06A-11D-A19C-05.gdc_hg38.txt	c08c99eb0e33837af15b9dc3215e2825	141293761	validated
02d68b0f-c6f0-44f0-a957-af2f07b4feb7	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-E7-A4IJ-01A-31D-A26N-05.gdc_hg38.txt	0898af0b96df9fd4900cd9e0cf43239e	141298494	validated
02e5b5c5-d779-4e4b-a535-17b6ac6104d7	jhu-usc.edu_PRAD.HumanMethylation450.18.lvl-3.TCGA-J4-AATZ-01A-11D-A41L-05.gdc_hg38.txt	f790d0f01e210018bcd22c20bf124536	141279626	validated
02eae7e9-f894-48a2-a064-92152d4da21c	jhu-usc.edu_LGG.HumanMethylation450.6.lvl-3.TCGA-HT-7616-01A-11D-2254-05.gdc_hg38.txt	cd960bc1faa99bd19d1546b7935be8c0	141274186	validated
02f2b62d-d590-41b3-a380-9d0c840adc55	jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-2Y-A9H5-01A-11D-A383-05.gdc_hg38.txt	588c02c4be0720d265a4680a0e8341ed	141270825	validated
02fc1464-fcdd-4353-84c9-ef72171f98c2	jhu-usc.edu_CESC.HumanMethylation450.16.lvl-3.TCGA-C5-A7UI-01A-11D-A36K-05.gdc_hg38.txt	b677eaa64bae2c2791223228f235ed24	141275458	validated
03001b1c-5bce-4454-9b78-9185349b0870	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5468-01A-01D-1500-05.gdc_hg38.txt	6ca3e6f7fdcafda43857514b905827e0	141294916	validated
0307f121-3c79-4011-b83e-969e523d5fbd	jhu-usc.edu_THCA.HumanMethylation450.4.lvl-3.TCGA-BJ-A28R-11A-11D-A16P-05.gdc_hg38.txt	ec1c1a383755f65f5bb45f5d0e1e2428	141271650	validated
03124642-1332-48c0-98ad-e40699897cca	jhu-usc.edu_SKCM.HumanMethylation450.1.lvl-3.TCGA-FS-A1ZG-06A-11D-A19C-05.gdc_hg38.txt	80ddb318d6b8401f36fe4ae68879a03c	141285501	validated
03145803-0563-47ea-9675-c1654142d1c7	jhu-usc.edu_LUSC.HumanMethylation450.9.lvl-3.TCGA-77-8128-01A-11D-2245-05.gdc_hg38.txt	46afe7e5c9fb5354897bc109a6d35147	141302350	validated
03195733-6dec-4b78-a218-4f162a1d619f	jhu-usc.edu_THCA.HumanMethylation450.14.lvl-3.TCGA-DJ-A3VB-01A-11D-A23O-05.gdc_hg38.txt	2cd964b26f11168ee8bada3183b4709b	141303961	validated
031d0a76-fa51-4c53-b381-f3807abb7c49	jhu-usc.edu_BRCA.HumanMethylation450.8.lvl-3.TCGA-A7-A13F-01A-11D-A12R-05.gdc_hg38.txt	200848631971f72c4aa2e031d3625279	141271363	validated
032e4825-e32f-4b62-bc3f-1c8f07358500	jhu-usc.edu_SKCM.HumanMethylation450.1.lvl-3.TCGA-D3-A2JN-06A-11D-A19B-05.gdc_hg38.txt	322e3c575f31228f0cef62d411d14f8e	141276731	validated
033719fd-3ad3-497d-8a66-f56a8c9a6117	jhu-usc.edu_LUSC.HumanMethylation450.2.lvl-3.TCGA-18-4721-11A-01D-1440-05.gdc_hg38.txt	906ad93b0d3e553c49390182099ced0c	141303502	validated
03374550-3e1e-4f6a-9885-75d3a1b5cdd7	jhu-usc.edu_THCA.HumanMethylation450.1.lvl-3.TCGA-BJ-A0ZG-01A-11D-A10W-05.gdc_hg38.txt	b99d0971d7186fe11cff7fd2cb5204a0	141291951	validated
03407277-cb6f-4c03-968b-6320659c0f0a	jhu-usc.edu_STAD.HumanMethylation450.3.lvl-3.TCGA-BR-6801-01A-11D-1883-05.gdc_hg38.txt	5c63a0e276724e38f1026ebdba2c6509	141283138	validated
03488874-de9d-4ed5-a7fd-ae5569619f12	jhu-usc.edu_LUAD.HumanMethylation450.16.lvl-3.TCGA-95-A4VN-01A-11D-A25R-05.gdc_hg38.txt	f2c56f8393965bcbc3c4567fed89e58d	141238792	validated
034980f7-9f54-4329-9ecc-18beecd0bb8e	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-C8-A27A-01A-11D-A16A-05.gdc_hg38.txt	16e039d86bd3336ccc32522cfc526e37	141281682	validated
034aea00-3cd5-41d7-89ea-405f9860fcec	jhu-usc.edu_LGG.HumanMethylation450.13.lvl-3.TCGA-DB-A75M-01A-11D-A32C-05.gdc_hg38.txt	18fddf7d52fc5692641b06ab4199d9d8	141280087	validated
