,Accuracy_avg,Recall_avg,Precision_avg,F1-score_avg,Brier Score_avg,Log Loss_avg,ME_avg,AUC_avg,AUPR_avg,Accuracy_std,Recall_std,Precision_std,F1-score_std,Brier Score_std,Log Loss_std,ME_std,AUC_std,AUPR_std
Bladder,0.975,0.7999999999999999,0.8805555555555555,0.8374269005847953,0.019317114483953162,0.06908509914506146,0.024999999999999977,0.9718181818181819,0.8793824150325982,0.025276251480171832,0.1788854381999832,0.1540602735984672,0.1674353873573408,0.019892874779579704,0.06901460542815692,0.025276251480171832,0.034574150760741,0.15676383866047142
Brain,0.9916666666666668,0.96,0.9436363636363637,0.9514285714285714,0.005415659094779586,0.019137672523297993,0.008333333333333349,0.9985454545454544,0.9827842712842714,0.010540925533894614,0.04898979485566355,0.07372049066441196,0.061011875725893186,0.006632107909850825,0.023496908313085756,0.010540925533894614,0.0021203461435801226,0.026589939623325114
Breast,0.9666666666666668,0.76,0.8197402597402597,0.7854459678608287,0.026345486611400588,0.08662282701500645,0.033333333333333305,0.978,0.8081888847290886,0.024720661623652204,0.1854723699099141,0.16467286654726468,0.17455037191694994,0.01591640767820153,0.051744478371582234,0.024720661623652204,0.024719250035428863,0.16333850462270544
Bronchus & Lung,0.9616666666666667,0.82,0.7790209790209791,0.7891365241748873,0.028644649455877646,0.09313999379553999,0.03833333333333333,0.9814545454545455,0.8476261257899189,0.032317865716108875,0.16,0.2050561433075385,0.16414691426907532,0.016798515202506123,0.05291680052139286,0.032317865716108875,0.01931556131959177,0.15842102393086677
Cervix,0.9983333333333334,1.0,0.9818181818181818,0.9904761904761905,0.0026912486359079203,0.011449063165686774,0.0016666666666666607,0.9996363636363637,0.995979797979798,0.003333333333333322,0.0,0.036363636363636376,0.019047619047619067,0.003714174528686219,0.01447497116983943,0.003333333333333322,0.0007272727272726875,0.008040404040404025
Corpus,0.9833333333333334,0.9199999999999999,0.8871794871794872,0.9002288329519452,0.013110891362886744,0.04947558895385069,0.016666666666666673,0.9834545454545456,0.8954413519207691,0.022973414586817044,0.16,0.14193182054459538,0.14351019173960014,0.017062652865239718,0.06491865503307886,0.02297341458681704,0.02795746474040065,0.15164451602288648
Kidney,0.9633333333333333,0.74,0.8272727272727274,0.7571428571428571,0.028256657880076058,0.10516695715090255,0.03666666666666667,0.9290909090909091,0.7490222278313536,0.030092450142113,0.24979991993593592,0.1915573409609589,0.1988629811221057,0.023695133273701784,0.0965622732762214,0.030092450142112998,0.10014369840673207,0.2517168993446381
Liver,0.9833333333333334,0.9199999999999999,0.888080808080808,0.9016678058783322,0.011442714556026728,0.03604037130757555,0.016666666666666698,0.9969090909090909,0.9695234487734489,0.009128709291752777,0.07483314773547882,0.06411205881980128,0.055239971024167514,0.008601250663101584,0.027214041893751553,0.009128709291752777,0.0038397658330805297,0.04091630681325178
Prostate,0.9949999999999999,1.0,0.9484848484848485,0.9722943722943723,0.00318605681804971,0.01518793960645728,0.0050000000000000044,0.9998181818181818,0.998090909090909,0.006666666666666682,0.0,0.06748805288278813,0.03658969109803541,0.003966212034315833,0.018053591289538196,0.006666666666666682,0.0003636363636363438,0.0038181818181818542
Stomach,0.9666666666666666,0.82,0.7991258741258742,0.805935127674258,0.022701743675603656,0.07077986266584312,0.033333333333333326,0.976,0.8207928312684526,0.0383695481107378,0.22271057451320087,0.21775133477607586,0.21919216404649203,0.02430317699519918,0.07592141541280018,0.0383695481107378,0.029668136899836457,0.22123423443769785
Thyroid,0.985,0.9,0.9068181818181819,0.9015873015873016,0.011725646925562742,0.04335970030144563,0.01499999999999999,0.9747272727272727,0.9212202814241408,0.02603416558635551,0.2,0.14524132098791326,0.17399605848945676,0.019924987271468263,0.07387225056239337,0.026034165586355507,0.05054545454545459,0.15755943715171833
Normal,0.9766666666666666,0.8400000000000001,0.8883333333333333,0.8587878787878788,0.01943794703608969,0.061983693150694186,0.023333333333333362,0.99,0.9176413059988574,0.016996731711975955,0.10198039027185571,0.1219744964235466,0.0963371625748346,0.01350037647040118,0.042897988679254664,0.016996731711975955,0.012530953410991093,0.10117471231833793
macro,0.8733333333333333,0.8733333333333334,0.8791722166722167,0.8709631942368515,0.016022984711351183,0.05511906406511348,0.12666666666666665,0.9816212121212121,0.9893457331526434,0.09738240771994361,0.09738240771994366,0.09505945442954616,0.10027432567482011,0.011875685716420094,0.04221319908939106,0.09738240771994361,0.018257330565435183,0.00905932063369013
micro,0.8733333333333333,0.8733333333333333,0.8733333333333333,0.8733333333333333,0.016022984711351183,0.05511906406511348,0.12666666666666665,0.9882146464646464,0.9233504718255474,0.09738240771994361,0.09738240771994361,0.09738240771994361,0.09738240771994361,0.011875685716420094,0.04221319908939106,0.09738240771994361,0.012536065077803995,0.07640579995151116
