,Accuracy_avg,Recall_avg,Precision_avg,F1-score_avg,Brier Score_avg,Log Loss_avg,ME_avg,AUC_avg,AUPR_avg,Accuracy_std,Recall_std,Precision_std,F1-score_std,Brier Score_std,Log Loss_std,ME_std,AUC_std,AUPR_std
Bladder,0.9916666666666666,0.9400000000000001,0.9595959595959596,0.9483709273182959,0.010086971834067177,0.034054057116080734,0.008333333333333326,0.9965454545454545,0.9746273448773449,0.009128709291752777,0.07999999999999999,0.04989530923324636,0.057689858712276894,0.009015587893063616,0.029845372987353368,0.009128709291752777,0.006041180991213162,0.042571464784625625
Brain,0.9983333333333334,0.9800000000000001,1.0,0.9894736842105264,0.0007551267626635592,0.002689497191713832,0.0016666666666666607,1.0,1.0,0.003333333333333322,0.03999999999999999,0.0,0.021052631578947347,0.001509498968918927,0.00523691941751481,0.003333333333333322,0.0,0.0
Breast,0.96,0.72,0.6427350427350427,0.6707551487414187,0.025613551607122236,0.07752223154729687,0.039999999999999994,0.998,0.978944832944833,0.02494438257849296,0.3762977544445356,0.33928071462511916,0.3426439938996659,0.012069120236169897,0.03727411741796112,0.02494438257849296,0.002840090791238799,0.03149843877488814
Bronchus & Lung,0.9733333333333333,0.82,0.8636363636363636,0.8313568010936432,0.02044853305394207,0.07231415840344084,0.026666666666666682,0.9883636363636364,0.8921671702480525,0.020682789409984786,0.17204650534085253,0.12567540214138015,0.1385501851100967,0.018066315726113565,0.0625472736550846,0.020682789409984786,0.013958616521941237,0.12528673743132432
Cervix,1.0,1.0,1.0,1.0,6.74239794191465e-05,0.001315455335702561,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.486669968267661e-05,0.0016833212895008302,0.0,0.0,0.0
Corpus,0.99,0.8800000000000001,1.0,0.9228070175438596,0.009192551175853549,0.03164097903415512,0.009999999999999986,0.9954545454545455,0.9769312865497076,0.016158932858054417,0.19390719429665315,0.0,0.12968223587772865,0.014557526588178637,0.04556397790615418,0.016158932858054417,0.009090909090909084,0.046137426900584755
Kidney,0.97,0.9,0.8373737373737373,0.8489557226399332,0.01861210707867488,0.05772146601934529,0.030000000000000006,0.9945454545454545,0.9564853153382564,0.030092450142112988,0.12649110640673517,0.18730225432726075,0.1272042238023603,0.015640817597541427,0.04579556633033373,0.03009245014211299,0.007799131123464452,0.06655569155550911
Liver,0.9800000000000001,0.9400000000000001,0.8794652406417113,0.8964021164021163,0.015807328668895913,0.05449540961656071,0.020000000000000018,0.9918181818181818,0.9251979454237519,0.02013840995599096,0.07999999999999999,0.15177054704552861,0.08736819649088268,0.012392374139755285,0.042077511661031526,0.02013840995599096,0.009655213125346746,0.10924264835658679
Prostate,1.0,1.0,1.0,1.0,0.0003155159909077904,0.002526252424070687,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00031970283061247333,0.002070521232367519,0.0,0.0,4.965068306494546e-17
Stomach,0.985,0.96,0.905,0.92331983805668,0.008984582822632675,0.030903140086468245,0.015000000000000013,0.9965454545454545,0.9322200577200576,0.01855921454276676,0.04898979485566354,0.1452583904633395,0.08558654659938882,0.0105259237934271,0.03506707456918404,0.01855921454276676,0.006041180991213162,0.12702714552385638
Thyroid,0.9966666666666667,0.9800000000000001,0.9818181818181818,0.9799498746867169,0.0027157951479417556,0.00968981016457824,0.0033333333333333214,1.0,1.0,0.004082482904638616,0.03999999999999999,0.036363636363636376,0.02460739390202221,0.0033704218752822943,0.01192209590464658,0.004082482904638615,0.0,0.0
Normal,0.975,0.8,0.8805555555555555,0.8362573099415205,0.01897629720302501,0.06816613170063025,0.025,0.9858181818181819,0.8812215309008039,0.0258198889747161,0.18973665961010275,0.1540602735984672,0.17033512734269873,0.017072686184695478,0.05641535393639589,0.0258198889747161,0.016679774459897784,0.15814307596084523
macro,0.9099999999999999,0.9100000000000001,0.9125150067797128,0.9039707033862259,0.01096464877709548,0.03691988238667029,0.09000000000000001,0.9955909090909092,0.9946373711955732,0.06778233135887585,0.06778233135887589,0.07730831217581294,0.07889608537861206,0.007255576980362731,0.023753497588039844,0.06778233135887586,0.00428372751184949,0.004422473708581036
micro,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.01096464877709548,0.03691988238667029,0.09000000000000001,0.9961944444444445,0.9637226648149515,0.06778233135887585,0.06778233135887585,0.06778233135887585,0.06778233135887585,0.007255576980362731,0.023753497588039844,0.06778233135887586,0.003968117971236435,0.03807987293457981
