,Accuracy_avg,Recall_avg,Precision_avg,F1-score_avg,Brier Score_avg,Log Loss_avg,ME_avg,AUC_avg,AUPR_avg,Accuracy_std,Recall_std,Precision_std,F1-score_std,Brier Score_std,Log Loss_std,ME_std,AUC_std,AUPR_std
Bladder,0.9916666666666668,0.96,0.9418181818181818,0.9504761904761905,0.006475034523151057,0.022384364126184546,0.008333333333333326,0.9958181818181817,0.935234593837535,0.012909944487358053,0.07999999999999999,0.07916924020755359,0.07746552155300092,0.01204472852743151,0.04045430623758955,0.012909944487358055,0.008363636363636351,0.12953081232492994
Brain,1.0,1.0,1.0,1.0,6.0305955348671055e-05,0.0014914506319765619,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00011587551980744512,0.0026487142584402518,0.0,0.0,0.0
Breast,0.9800000000000001,0.8,0.7666666666666667,0.7818181818181819,0.014641762097794086,0.04863619501107212,0.020000000000000018,0.9948181818181819,0.9277090409590409,0.032317865716108875,0.4000000000000001,0.38873012632302,0.39249151172587093,0.02268354366815526,0.0674748008559793,0.032317865716108875,0.008660731173683338,0.12318794049048189
Bronchus & Lung,0.9566666666666667,0.9400000000000001,0.8358422939068101,0.8562259306803593,0.015194801719314074,0.0495588821767257,0.043333333333333335,0.9916363636363636,0.9661908869001472,0.0747960189077229,0.07999999999999999,0.27613364742660335,0.21737960696441563,0.02256538355535711,0.06709159408082264,0.0747960189077229,0.015399903402079773,0.054712227550801046
Cervix,1.0,1.0,1.0,1.0,0.000126339040289152,0.0021601204611147685,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00023643382471200464,0.00361729041213345,0.0,0.0,0.0
Corpus,0.9916666666666668,0.9800000000000001,0.9318181818181819,0.9541125541125541,0.005266456568170793,0.019442593891868438,0.008333333333333326,0.9983636363636365,0.9876891711229947,0.012909944487358053,0.03999999999999999,0.09748913904330553,0.07042320141181904,0.009057932551877248,0.03146249535073782,0.012909944487358055,0.0032727272727272713,0.02462165775401073
Kidney,0.9766666666666666,0.74,0.8,0.7672514619883041,0.016505891394809066,0.05680126870600098,0.023333333333333338,0.9873636363636363,0.9120533633033633,0.03472111109333277,0.37735924528226417,0.4000000000000001,0.3858124809753903,0.02148313825559997,0.06321311687995024,0.034721111093332764,0.023932411716718276,0.16413829227488919
Liver,0.9966666666666667,0.96,1.0,0.9789473684210528,0.0034175703522867735,0.012563433910746536,0.0033333333333333214,0.9994545454545454,0.9951923076923077,0.004082482904638615,0.04898979485566354,0.0,0.025784102555612372,0.005203728970654478,0.02045761904539011,0.004082482904638615,0.00109090909090912,0.009615384615384626
Prostate,1.0,1.0,1.0,1.0,0.00010645007856044425,0.0015712990140251827,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0002017423283863868,0.002737632154195905,0.0,0.0,0.0
Stomach,0.9916666666666668,0.9400000000000001,0.9595959595959596,0.9483709273182959,0.005447151352191726,0.019524183164049747,0.008333333333333326,0.9972727272727273,0.979015873015873,0.009128709291752777,0.07999999999999999,0.049895309233246365,0.0576898587122769,0.008560375373336109,0.02967841818628569,0.009128709291752779,0.005454545454545468,0.04196825396825399
Thyroid,1.0,1.0,1.0,1.0,0.00023210193879502178,0.002809489786931765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004555666536105034,0.004910900757623072,0.0,0.0,0.0
Normal,0.9883333333333333,0.9199999999999999,0.9318181818181819,0.9238095238095237,0.011022764763867522,0.036884099344419524,0.011666666666666669,0.9896363636363636,0.9430122830068483,0.01943650631615102,0.16,0.09748913904330553,0.1298874447331987,0.019037130464242026,0.06380561431246427,0.019436506316151018,0.020727272727272705,0.11397543398630358
macro,0.9366666666666668,0.9366666666666668,0.9306299554686651,0.930084344885372,0.0065413858153815325,0.02281894835209299,0.06333333333333331,0.9961969696969698,0.9962585865547023,0.09854496999396321,0.09854496999396321,0.11278619788242038,0.11127540064176439,0.01003630203006122,0.03250120866208069,0.09854496999396321,0.007233226059556676,0.0065132923770363895
micro,0.9366666666666668,0.9366666666666668,0.9366666666666668,0.9366666666666668,0.0065413858153815325,0.02281894835209299,0.06333333333333331,0.9967815656565657,0.9747254669528169,0.09854496999396321,0.09854496999396321,0.09854496999396321,0.09854496999396321,0.01003630203006122,0.03250120866208069,0.09854496999396321,0.006168166951574521,0.04789097925953534
