,Accuracy_avg,Recall_avg,Precision_avg,F1-score_avg,Brier Score_avg,Log Loss_avg,ME_avg,AUC_avg,AUPR_avg,Accuracy_std,Recall_std,Precision_std,F1-score_std,Brier Score_std,Log Loss_std,ME_std,AUC_std,AUPR_std
Bladder,0.9716666666666667,0.7999999999999999,0.8466666666666667,0.8221052631578948,0.021650259885889728,0.09159722848060184,0.02833333333333332,0.976909090909091,0.8938327726327726,0.027182510717166798,0.1788854381999832,0.16694791085327065,0.17214308292008115,0.019729933864834178,0.06313243335825873,0.027182510717166798,0.029651418373667183,0.1371972833948039
Brain,0.9933333333333334,0.96,0.96,0.96,0.007133599900650161,0.04015642895875472,0.006666666666666687,0.9985454545454544,0.9827842712842714,0.008164965809277286,0.04898979485566355,0.04898979485566355,0.04898979485566355,0.006186414091357266,0.017688880384083165,0.008164965809277286,0.0021203461435801226,0.026589939623325114
Breast,0.9666666666666668,0.78,0.815909090909091,0.7948203842940685,0.027603026383588185,0.103136147228248,0.033333333333333305,0.9843636363636362,0.8333411156095366,0.0223606797749979,0.14696938456699069,0.15487931852182563,0.14557221005645593,0.014960430458177071,0.04020752262622498,0.0223606797749979,0.01322906891896821,0.14260359819709417
Bronchus & Lung,0.9666666666666668,0.82,0.8067132867132868,0.8047886980879309,0.029266161919062235,0.10686871670892843,0.033333333333333326,0.9818181818181818,0.8432186207132961,0.024720661623652218,0.16,0.16592718405178483,0.13983372495734508,0.017499907746491513,0.05268844173953243,0.024720661623652218,0.017656034016451255,0.1525456441015166
Cervix,0.9983333333333334,1.0,0.9818181818181818,0.9904761904761905,0.005300959110013712,0.03648330943400021,0.0016666666666666607,0.9998181818181818,0.998090909090909,0.003333333333333322,0.0,0.036363636363636376,0.019047619047619067,0.0039823595537186954,0.013260723713897195,0.003333333333333322,0.0003636363636363438,0.0038181818181818542
Corpus,0.9866666666666667,0.9400000000000001,0.9094017094017094,0.9212814645308924,0.0141061543538654,0.06437144112898213,0.01333333333333333,0.9861818181818183,0.9144696593728853,0.01715938356831166,0.12000000000000002,0.11099270482562684,0.10514967517258329,0.015910871386848293,0.05180028647578515,0.01715938356831166,0.022965299011284083,0.1221003918510516
Kidney,0.9633333333333333,0.74,0.8272727272727274,0.7571428571428571,0.02966535179794977,0.11389784926593775,0.03666666666666667,0.9347272727272727,0.7546928015567076,0.030092450142113,0.24979991993593592,0.1915573409609589,0.1988629811221057,0.023564673943075196,0.07582678863802218,0.030092450142112998,0.08685201625335322,0.26051886434996796
Liver,0.985,0.9199999999999999,0.9044444444444444,0.9102392344497607,0.013899037834088274,0.06158173707981859,0.015000000000000036,0.9970909090909092,0.9703686868686869,0.008164965809277273,0.07483314773547882,0.05379430416404535,0.05081384766287621,0.008512366505128452,0.02664140999102079,0.008164965809277272,0.003516196291966115,0.03931183508515431
Prostate,0.9966666666666667,1.0,0.9636363636363636,0.980952380952381,0.005060242353486029,0.03587997374013137,0.0033333333333333214,0.9996363636363637,0.995979797979798,0.004082482904638616,0.0,0.04453617714151235,0.023328473740792197,0.003608545845541593,0.012167875882032955,0.004082482904638615,0.0007272727272726875,0.008040404040404025
Stomach,0.9649999999999999,0.8200000000000001,0.7929292929292929,0.8018796992481203,0.023325762761784462,0.08759449739989647,0.03499999999999999,0.9787272727272727,0.8265823091668679,0.036285901761795414,0.19390719429665318,0.21972889585743396,0.2033554677709021,0.02187659398666291,0.0654054761135003,0.036285901761795414,0.026244873564750755,0.21373580941000797
Thyroid,0.985,0.9,0.9068181818181819,0.9015873015873016,0.012782862880218428,0.06335504942344271,0.01499999999999999,0.9745454545454546,0.9230460873126688,0.02603416558635551,0.2,0.14524132098791326,0.17399605848945676,0.018352218595296205,0.06401253904374352,0.026034165586355507,0.050909090909090925,0.15390782537466227
Normal,0.9783333333333333,0.86,0.8911111111111112,0.8716533758639022,0.020895978485911924,0.08375658842910769,0.021666666666666702,0.9905454545454544,0.9194112933849776,0.01632993161855453,0.07999999999999999,0.12179724094261976,0.0886479696195866,0.011814686496079425,0.03492208495876807,0.01632993161855453,0.011348717479510764,0.09747639890887748
macro,0.8783333333333333,0.8783333333333335,0.8838934213934214,0.8764105708159416,0.01755744980554236,0.07405658060648748,0.12166666666666666,0.9835757575757575,0.9896540098025046,0.08828615092099353,0.0882861509209935,0.0861678704253021,0.09067161845516337,0.011411656892864367,0.03560478357230041,0.08828615092099353,0.015448929460891556,0.008629255263991296
micro,0.8783333333333333,0.8783333333333333,0.8783333333333333,0.8783333333333333,0.01755744980554236,0.07405658060648748,0.12166666666666666,0.9903686868686868,0.9292236456812286,0.08828615092099353,0.08828615092099353,0.08828615092099353,0.08828615092099353,0.011411656892864367,0.03560478357230041,0.08828615092099353,0.009558956933812578,0.06715126891822332
