,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.002,0.0,0.003,0.001,0.002333333333333333,0.9523333333333333,0.003,0.0,0.005,0.012,0.01933333333333333,6.0
1,0.07016666666666665,0.02333333333333333,0.21383333333333332,0.09583333333333333,0.25266666666666665,0.16983333333333334,0.01583333333333333,0.03,0.05716666666666667,0.04766666666666666,0.005666666666666666,0.018,4.0
2,0.6048333333333333,0.001,0.06,0.09416666666666666,0.066,0.031999999999999994,0.003,0.035,0.007333333333333333,0.08466666666666665,0.002,0.01,0.0
3,0.08226666666666667,0.0036666666666666666,0.4568333333333333,0.22833333333333336,0.034,0.04433333333333333,0.013,0.0165,0.014,0.0384,0.007,0.06166666666666667,2.0
4,0.007,0.8216666666666667,0.03,0.019666666666666666,0.003,0.013,0.013,0.028,0.0166,0.014066666666666667,0.018,0.016,1.0
5,0.007,0.002,0.011333333333333332,0.949,0.002,0.0,0.002,0.003,0.001,0.012666666666666666,0.003,0.007,3.0
6,0.0,0.9773333333333333,0.003,0.0,0.0,0.001,0.004,0.004,0.004,0.0,0.0026666666666666666,0.004,1.0
7,0.049666666666666665,0.003333333333333333,0.074,0.7386666666666667,0.031,0.04833333333333333,0.001,0.014,0.005,0.029,0.0,0.006,3.0
8,0.005,0.0,0.03266666666666667,0.901,0.023,0.001,0.0,0.006333333333333333,0.003333333333333333,0.02766666666666667,0.0,0.0,3.0
9,0.0,0.0,0.008666666666666668,0.979,0.0,0.001,0.004666666666666666,0.002,0.0,0.004666666666666667,0.0,0.0,3.0
10,0.033666666666666664,0.0,0.08766666666666666,0.7376666666666666,0.013,0.008333333333333331,0.003,0.028666666666666667,0.006,0.06633333333333334,0.004,0.011666666666666665,3.0
11,0.0,0.003,0.004,0.004,0.002,0.004,0.9373333333333334,0.009,0.002,0.003,0.004,0.02766666666666667,6.0
12,0.13233333333333333,0.003,0.036333333333333336,0.17213333333333336,0.43673333333333336,0.08366666666666665,0.012333333333333332,0.016666666666666663,0.006,0.0838,0.006,0.010999999999999998,4.0
13,0.012333333333333333,0.034,0.01,0.022333333333333334,0.005,0.0028666666666666662,0.0665,0.012666666666666666,0.005,0.021666666666666664,0.023,0.7846333333333332,11.0
14,0.0,0.0,0.002,0.001,0.0,0.0015,0.977,0.0045,0.0,0.0,0.002,0.012,6.0
15,0.017333333333333336,0.004,0.04853333333333333,0.037,0.059,0.7586666666666667,0.016,0.0026666666666666666,0.0208,0.013999999999999999,0.01,0.012,5.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,0.0,0.0,0.9313333333333333,0.068,10.0
17,0.002,0.0,0.006,0.9783333333333334,0.0,0.0006666666666666666,0.0,0.004,0.0,0.007,0.002,0.0,3.0
18,0.05613333333333334,0.0,0.038,0.116,0.7132000000000001,0.015,0.005,0.004,0.0,0.04566666666666666,0.0,0.007,4.0
19,0.1014,0.002,0.029866666666666663,0.716,0.0405,0.0176,0.009800000000000001,0.026,0.010833333333333334,0.022,0.008,0.015999999999999997,3.0
20,0.002,0.004,0.9170000000000001,0.008,0.016666666666666663,0.008,0.002,0.01,0.008666666666666666,0.015666666666666666,0.002,0.006,2.0
21,0.5597333333333333,0.0016666666666666666,0.024333333333333335,0.054,0.23933333333333334,0.010333333333333332,0.006999999999999999,0.005,0.002,0.09359999999999999,0.0,0.003,0.0
22,0.0,0.992,0.0,0.002,0.0,0.0006666666666666666,0.0,0.002,0.0,0.0,0.002,0.0013333333333333333,1.0
23,0.0,0.0,0.0,0.002,0.002,0.009,0.974,0.005,0.0,0.0,0.002,0.006,6.0
24,0.066,0.0,0.053333333333333344,0.15566666666666668,0.6448333333333333,0.009,0.0035,0.02,0.002,0.043666666666666666,0.0,0.002,4.0
25,0.006,0.007333333333333333,0.034666666666666665,0.007333333333333333,0.028333333333333332,0.8661666666666668,0.006833333333333333,0.006,0.005,0.013666666666666666,0.0026666666666666666,0.016,5.0
26,0.07766666666666666,0.002,0.03233333333333333,0.099,0.658,0.023333333333333334,0.006,0.012333333333333332,0.003,0.07933333333333334,0.003,0.004,4.0
27,0.0,0.0,0.0,0.002,0.0,0.002,0.014,0.0,0.0,0.0,0.0,0.982,11.0
28,0.003,0.001,0.9323333333333332,0.01933333333333333,0.013333333333333332,0.004,0.003333333333333333,0.005,0.006666666666666667,0.008,0.0,0.004,2.0
29,0.0015,0.0,0.001,0.007333333333333333,0.0005,0.0,0.002,0.0,0.0,0.002,0.976,0.009666666666666667,10.0
30,0.0,0.0,0.0,0.0,0.0,0.004,0.9806666666666668,0.0,0.0,0.0,0.002,0.013333333333333332,6.0
31,0.06806666666666666,0.015433333333333332,0.043399999999999994,0.16216666666666665,0.022999999999999996,0.01633333333333333,0.13216666666666668,0.3248,0.0,0.1365,0.012533333333333334,0.0656,7.0
32,0.12416666666666666,0.0,0.024833333333333332,0.7405000000000002,0.03066666666666667,0.019666666666666666,0.009666666666666665,0.005333333333333333,0.006,0.03216666666666666,0.0,0.007,3.0
33,0.0427,0.011,0.07213333333333333,0.20413333333333336,0.026533333333333332,0.042666666666666665,0.02033333333333333,0.04066666666666667,0.04783333333333334,0.4066666666666666,0.008666666666666666,0.07666666666666666,9.0
34,0.0,0.0,0.002,0.004,0.006,0.0,0.002,0.0,0.985,0.0,0.001,0.0,8.0
35,0.01633333333333333,0.004666666666666666,0.006333333333333333,0.020666666666666667,0.005333333333333333,0.009666666666666665,0.8096666666666666,0.013,0.004,0.015333333333333332,0.01,0.085,6.0
36,0.004,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.983,0.0,0.0,0.009,8.0
37,0.0348,0.002333333333333333,0.015,0.025,0.902,0.005,0.0032,0.003,0.0,0.005666666666666666,0.0,0.004,4.0
38,0.05940000000000001,0.005666666666666666,0.060333333333333336,0.05783333333333333,0.7052666666666666,0.04933333333333333,0.006666666666666666,0.004,0.008333333333333331,0.03716666666666667,0.002,0.004,4.0
39,0.02791904761904762,0.001,0.010666666666666666,0.03433333333333333,0.042,0.006666666666666666,0.007,0.015,0.0,0.8504142857142857,0.0,0.005,9.0
40,0.047,0.004,0.018533333333333332,0.02264285714285714,0.18515714285714285,0.014666666666666666,0.01,0.027,0.004,0.6623333333333332,0.0026666666666666666,0.002,9.0
41,0.0,0.994,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.0,1.0
42,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.0
43,0.912,0.0,0.006333333333333333,0.03133333333333333,0.018,0.0036666666666666666,0.008,0.002,0.0026666666666666666,0.01,0.0,0.006,0.0
44,0.0016666666666666666,0.002,0.005666666666666666,0.011833333333333335,0.0,0.0,0.01,0.1265,0.004,0.0026666666666666666,0.010666666666666668,0.8249999999999998,11.0
45,0.001,0.0,0.003,0.002,0.0,0.0,0.9666666666666667,0.007333333333333333,0.0,0.0,0.012,0.008,6.0
46,0.0,0.0,0.007,0.014,0.003,0.007,0.933,0.016,0.0,0.002,0.010333333333333332,0.007666666666666666,6.0
47,0.0028,0.0,0.003,0.002,0.0,0.0062,0.005,0.004,0.958,0.002,0.001,0.016,8.0
48,0.003,0.0016666666666666666,0.035,0.008,0.002,0.008,0.006333333333333333,0.006666666666666666,0.8726666666666666,0.008999999999999998,0.002,0.04566666666666666,8.0
49,0.018,0.005,0.027333333333333334,0.042,0.008,0.016,0.019,0.7795,0.01,0.03166666666666666,0.012333333333333333,0.03116666666666667,7.0
50,0.4083333333333334,0.0,0.011666666666666665,0.05566666666666667,0.41483333333333333,0.013666666666666666,0.005166666666666666,0.005,0.007,0.06966666666666667,0.002,0.007,0.0
51,0.0,0.9993333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,1.0
52,0.0,0.994,0.002,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,1.0
53,0.6653333333333333,0.0,0.030333333333333334,0.09583333333333333,0.04383333333333333,0.029,0.043166666666666666,0.0215,0.002,0.06666666666666665,0.0,0.002333333333333333,0.0
54,0.0,0.0,0.0,0.0,0.002,0.0,0.989,0.004,0.0,0.001,0.002,0.002,6.0
55,0.06770000000000001,0.12193333333333332,0.13253333333333334,0.11800000000000001,0.083,0.043666666666666666,0.056666666666666664,0.082,0.013,0.2165,0.04566666666666666,0.01933333333333333,1.0
56,0.001,0.0,0.987,0.001,0.002,0.003,0.0,0.0,0.006,0.0,0.0,0.0,2.0
57,0.04133333333333333,0.004,0.07933333333333333,0.07866666666666666,0.027666666666666666,0.02,0.005,0.015666666666666666,0.6586666666666667,0.021,0.002,0.04666666666666667,8.0
58,0.0,0.0,0.0,0.002,0.0,0.0,0.0635,0.0,0.0,0.0,0.0,0.9345,11.0
59,0.004,0.002,0.01,0.014,0.0,0.0,0.0,0.002,0.9416666666666667,0.001,0.0,0.025333333333333333,8.0
60,0.002,0.0,0.0,0.002,0.004,0.003,0.002,0.002,0.969,0.001,0.0,0.015,8.0
61,0.8716666666666667,0.0,0.013,0.027,0.04166666666666667,0.0,0.012666666666666666,0.006666666666666667,0.0,0.023,0.0,0.004333333333333333,0.0
62,0.6691666666666667,0.001,0.07933333333333333,0.10083333333333334,0.045,0.017333333333333333,0.006666666666666667,0.013200000000000002,0.009333333333333332,0.05733333333333333,0.0,0.0008,0.0
63,0.003,0.002,0.002,0.006,0.003,0.006,0.951,0.01,0.0,0.005,0.006,0.005999999999999999,6.0
64,0.004,0.004,0.5361666666666668,0.0175,0.002,0.013666666666666667,0.005333333333333333,0.006,0.011,0.012,0.0036,0.38473333333333337,2.0
65,0.0006666666666666666,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.9963333333333334,0.0,0.0,0.002,8.0
66,0.102,0.0,0.695,0.08566666666666665,0.04433333333333333,0.013333333333333334,0.006666666666666667,0.012666666666666666,0.007,0.017333333333333333,0.0,0.016,2.0
67,0.001,0.003,0.004,0.002,0.002,0.004,0.009,0.0055,0.0,0.0,0.9533333333333333,0.01616666666666667,10.0
68,0.0,0.0,0.0,0.002,0.001,0.001,0.9806666666666666,0.006,0.0,0.0,0.002,0.007333333333333333,6.0
69,0.06,0.004,0.6731666666666666,0.09950000000000002,0.067,0.008,0.004,0.007,0.018,0.03833333333333333,0.006,0.015,2.0
70,0.013333333333333332,0.008199999999999999,0.026000000000000002,0.06566666666666665,0.002,0.010333333333333332,0.043,0.016466666666666668,0.0026666666666666666,0.016666666666666663,0.694,0.10166666666666667,10.0
71,0.036,0.001,0.029,0.7433333333333333,0.03916666666666666,0.03333333333333333,0.006333333333333333,0.020666666666666667,0.006666666666666666,0.07799999999999999,0.0045,0.002,3.0
72,0.06116666666666666,0.0065,0.038700000000000005,0.09233333333333334,0.03583333333333333,0.044,0.09366666666666666,0.48699999999999993,0.004,0.0985,0.005666666666666666,0.032633333333333334,7.0
73,0.027999999999999997,0.0,0.798,0.045666666666666675,0.004,0.008,0.008,0.007,0.005666666666666666,0.029333333333333333,0.014333333333333333,0.052,2.0
74,0.033,0.013166666666666669,0.048333333333333346,0.052333333333333336,0.029666666666666668,0.07133333333333333,0.563,0.08466666666666667,0.004666666666666666,0.07300000000000001,0.015666666666666666,0.011166666666666667,6.0
75,0.002,0.0,0.963,0.004,0.004,0.004,0.003,0.0,0.01,0.004,0.002,0.004,2.0
76,0.0565,0.0,0.05526666666666667,0.10039999999999999,0.03433333333333333,0.020666666666666667,0.011666666666666665,0.020500000000000004,0.005,0.6546666666666667,0.0145,0.026499999999999996,9.0
77,0.0013333333333333333,0.0012,0.0,0.007,0.0,0.004666666666666666,0.04666666666666666,0.0058,0.004,0.0026666666666666666,0.010333333333333333,0.9163333333333333,11.0
78,0.08416666666666665,0.0,0.06333333333333334,0.731,0.0405,0.03266666666666667,0.005,0.008,0.011666666666666665,0.013666666666666666,0.006,0.004,3.0
79,0.0026666666666666666,0.009,0.011,0.012666666666666666,0.001,0.007,0.009666666666666667,0.9186666666666666,0.004,0.009333333333333332,0.004,0.011,7.0
80,0.08200000000000002,0.008666666666666666,0.06916666666666667,0.08516666666666667,0.12786666666666668,0.5117999999999999,0.022333333333333334,0.016666666666666663,0.01,0.037,0.009333333333333332,0.02,5.0
81,0.027666666666666666,0.005,0.006999999999999999,0.872,0.006,0.005333333333333333,0.0036666666666666666,0.009,0.0,0.04466666666666667,0.007333333333333333,0.012333333333333332,3.0
82,0.019,0.0,0.008,0.06416666666666666,0.024666666666666667,0.0175,0.005666666666666666,0.012,0.003,0.84,0.003,0.003,9.0
